mgi_symbol,hgnc_symbol
Gm10100,KRTAP12-1
Man2c1,MAN2C1
Nucb2,NUCB2
Tas2r135,TAS2R60
Olfr1099,OR8H2
Olfr1099,OR8H3
Olfr1099,OR8H1
Lrrc18,LRRC18
Rrnad1,RRNAD1
Atp6v0e,ATP6V0E1
Magi1,MAGI1
Atf7ip,ATF7IP
Olfr728,OR4K1
Rpl13a,RPL13A
Exoc6,EXOC6
Ppp1r9b,PPP1R9B
Clk1,CLK1
Pter,PTER
Lrrc15,LRRC15
4932438H23Rik,C21orf62
Ctbp1,CTBP1
Mtmr10,MTMR10
Kdm5b,KDM5B
Pcsk9,PCSK9
Podnl1,PODNL1
Slc16a10,SLC16A10
Oasl1,OASL
Trav6-5,TRAV9-1
Timm44,TIMM44
Slc25a35,SLC25A35
Slc25a43,SLC25A43
Zbtb8a,ZBTB8A
Soat1,SOAT1
Mydgf,MYDGF
Olfr735,OR4Q3
Ssxb2,SSX2B
Ssxb2,SSX2
Ssxb2,SSX7
Ighv8-6,IGHV2-5
Ighv8-6,IGHV2-26
Ighv8-6,IGHV2-70D
Ighv8-6,IGHV2-70
Per3,PER3
Lad1,LAD1
Cbln3,CBLN3
Cxcl5,CXCL6
Cxcl5,CXCL5
Mpp6,MPP6
Rnf34,RNF34
Thap2,THAP2
Disc1,DISC1
Aim2,AIM2
Lrrc24,LRRC24
Adra2a,ADRA2A
Gm28035,LRRC8A
Anapc5,ANAPC5
Tifa,TIFA
Trmt2b,TRMT2B
Gm42791,KATNAL1
Lsr,LSR
Ugt1a10,UGT1A10
Ugt1a10,UGT1A7
Ugt1a10,UGT1A8
Cdh16,CDH16
H2afj,H2AFJ
Zbed6,ZBED6
Prepl,PREPL
Plekha2,PLEKHA2
Smco1,SMCO1
Mogat2,MOGAT2
Kdr,KDR
Slc22a17,SLC22A17
Olfr452,OR2F2
Olfr452,OR2F1
Fam129c,FAM129C
Mrvi1,MRVI1
Trim30a,TRIM5
Kat7,KAT7
Spert,SPERT
Fam25c,FAM25G
Fam25c,FAM25C
Zfp703,ZNF703
Gja4,GJA4
Olfr167,OR2L8
Olfr167,OR2L5
Olfr167,OR2L2
Olfr167,OR2L3
Gm29394,C8orf76
Gm29394,ZHX1-C8orf76
Gfral,GFRAL
Oat,OAT
2510039O18Rik,KIAA2013
Sord,SORD
Nyx,NYX
Hnrnpl,HNRNPL
Tcf24,TCF24
Pcdhac1,PCDHAC1
Zdhhc20,ZDHHC20
H2-Q6,HLA-A
H2-Q6,HLA-G
H2-Q6,HLA-F
H2-Q6,HLA-E
Isg20l2,ISG20L2
Dhps,DHPS
Nxph1,NXPH1
Adamts9,ADAMTS9
Cenpe,CENPE
Trim41,TRIM41
Rnf6,RNF6
Acbd5,ACBD5
Prss58,PRSS58
Foxp4,FOXP4
Slurp2,SLURP2
Slurp2,LYNX1-SLURP2
Dnajc5b,DNAJC5B
Mios,MIOS
Sbds,SBDS
Nova1,NOVA1
Ces2c,CES2
Nenf,NENF
Gm5416,CSTA
Adh1,ADH1A
Adh1,ADH1B
Adh1,ADH1C
Gpr146,GPR146
Pcdha1,PCDHA1
Stpg1,STPG1
Ankrd26,ANKRD26
Bahcc1,BAHCC1
Ccdc73,CCDC73
Adipoq,ADIPOQ
Rtca,RTCA
Spata3,SPATA3
Hemk1,HEMK1
Krtap12-1,KRTAP12-3
Krtap12-1,KRTAP12-2
Krtap12-1,KRTAP12-1
Ighv1-77,IGHV1-24
Ighv1-77,IGHV1-69
Ighv1-77,IGHV1-69-2
Ighv1-77,IGHV1-69D
Clic1,CLIC1
Rtn2,RTN2
Nr2f2,NR2F2
Zfp692,ZNF692
Gid4,GID4
Cyp3a59,CYP3A5
Cyp3a59,CYP3A7
Cyp3a59,CYP3A7-CYP3A51P
Cyp3a59,CYP3A4
Cyp3a59,CYP3A43
Rflnb,RFLNB
Cfap70,CFAP70
Olfr1084,OR8K3
1110004F10Rik,C11orf58
Thoc3,THOC3
Gjc1,GJC1
Alx3,ALX3
Olfr424,OR6K3
Gja8,GJA8
Txlna,TXLNA
Nek11,NEK11
Gm21704,RBMY1A1
Gm21704,RBMY1B
Gm21704,RBMY1D
Gm21704,RBMY1E
Gm21704,RBMY1F
Gm21704,RBMY1J
Wdyhv1,WDYHV1
Adh6a,ADH6
Psrc1,PSRC1
Tkfc,TKFC
Tpk1,TPK1
Kif14,KIF14
Rab38,RAB38
Dnaja3,DNAJA3
3110001I22Rik,PPHLN1
Unc93b1,UNC93B1
Apoc2,APOC2
Gtf2e2,GTF2E2
Pla2g12a,PLA2G12A
Ppp2cb,PPP2CB
Rtp3,RTP3
Tram2,TRAM2
Rbpms,RBPMS
Zdhhc2,ZDHHC2
Naa50,NAA50
Mylip,MYLIP
Atxn1,ATXN1
Grpel2,GRPEL2
Fev,FEV
Ighv1-5,IGHV1-24
Ighv1-5,IGHV1-69
Ighv1-5,IGHV1-69-2
Ighv1-5,IGHV1-69D
Rheb,RHEB
Tmem221,TMEM221
Bicra,BICRA
Cblb,CBLB
Scnn1a,SCNN1A
Olfr329-ps,OR2T4
Olfr329-ps,OR2T5
Olfr329-ps,OR2T29
Sst,SST
Amotl2,AMOTL2
,FAM205A
Slc17a7,SLC17A7
Zdhhc19,ZDHHC19
Pou4f2,POU4F2
Lrrc74a,LRRC74A
Tmed2,TMED2
Desi2,DESI2
Pigo,PIGO
Mut,MUT
Stambpl1,STAMBPL1
Klf5,KLF5
Calcb,CALCB
0610009B22Rik,TRAPPC2B
Csl,CS
Bahd1,BAHD1
Dnajc21,DNAJC21
Pllp,PLLP
Dnajb12,DNAJB12
Serpina3a,SERPINA3
Abo,ABO
Olfr846,OR7G2
Cyyr1,CYYR1
Ak4,AK4
Rgs14,RGS14
Aspdh,ASPDH
Aurka,AURKA
Dtymk,DTYMK
Gtpbp1,GTPBP1
Gsg1,GSG1
Akr1e1,AKR1E2
Pim1,PIM1
F13b,F13B
Mon1b,MON1B
Fam102b,FAM102B
Eif2b1,EIF2B1
Ndst3,NDST3
Slc30a8,SLC30A8
Ctxn1,CTXN1
Phldb2,PHLDB2
Tusc3,TUSC3
Olfr650-ps1,OR52B6
Cdk11b,CDK11B
Wdr13,WDR13
Urb2,URB2
Slc35a1,SLC35A1
Ube2o,UBE2O
Gprc5d,GPRC5D
Bzw2,BZW2
Angel2,ANGEL2
Mrps18c,MRPS18C
Aldh1l1,ALDH1L1
Etv5,ETV5
Mis18a,MIS18A
Eomes,EOMES
Olfr196,OR5H1
Olfr196,OR5H14
Olfr196,OR5H15
Olfr196,OR5H6
Olfr196,OR5H8
Atxn10,ATXN10
Retnlb,RETNLB
Adck5,ADCK5
Bace1,BACE1
Sema5b,SEMA5B
Itgb1,ITGB1
Zfp647,ZNF250
Parp14,PARP14
Ccdc184,CCDC184
Naip5,NAIP
Rsg1,CPLANE2
Lrrc34,LRRC34
Ptprg,PTPRG
Pole4,POLE4
Zfp385a,ZNF385A
Mif4gd,MIF4GD
Nbeal1,NBEAL1
Neurog3,NEUROG3
Cldn15,CLDN15
Cenpc1,CENPC
Scgn,SCGN
Trim30d,TRIM5
Dmrta1,DMRTA1
Olfr198,OR5AC2
Cd180,CD180
1810041L15Rik,SHISAL1
Ankrd65,ANKRD65
Adat1,ADAT1
Trav10n,TRAV13-1
Zfp3,ZFP3
Gpr158,GPR158
Cspp1,CSPP1
Gcsam,GCSAM
Fbxl5,FBXL5
Abcb11,ABCB11
Vasp,VASP
Olfr218,OR10J3
Crhr2,CRHR2
Bclaf1,BCLAF1
Naip2,NAIP
Tram1l1,TRAM1L1
Aurkc,AURKC
Higd1b,HIGD1B
Zfp597,ZNF597
Camk1d,CAMK1D
Tfcp2l1,TFCP2L1
Cyb561d1,CYB561D1
Ltb4r1,LTB4R
Chga,CHGA
2310009B15Rik,C1orf53
Fgfr2,FGFR2
Asb17,ASB17
Slfn3,SLFN12
Slfn3,SLFN12L
Rrp15,RRP15
Dtl,DTL
Scg2,SCG2
Clcc1,CLCC1
Larp1b,LARP1B
C8a,C8A
Mark1,MARK1
Blm,BLM
Ccdc12,CCDC12
Itpk1,ITPK1
Gpr21,GPR21
Hhex,HHEX
Eri1,ERI1
Dhx37,DHX37
Ccdc130,CCDC130
Carns1,CARNS1
Tsacc,TSACC
Zfp790,ZNF790
Srd5a3,SRD5A3
Ptchd3,PTCHD3
Drp2,DRP2
Xpo6,XPO6
Tmem203,TMEM203
Zmym6,ZMYM6
Immp2l,IMMP2L
Cd82,CD82
Hspa1l,HSPA1L
Gm11639,EFCAB3
Adsl,ADSL
Ssxb9,SSX2B
Ssxb9,SSX2
Ssxb9,SSX7
Ccrl2,CCRL2
Mctp2,MCTP2
Rps6ka3,RPS6KA3
Lnpep,LNPEP
Kdelc1,KDELC1
Dpf2,DPF2
Msh5,MSH5
Msh5,MSH5-SAPCD1
Ppfia2,PPFIA2
Zscan4c,ZSCAN4
Pom121l12,POM121L12
Olfr1122,OR10AG1
Aldh16a1,ALDH16A1
Eva1b,EVA1B
Olfr318,OR2AK2
Olfr160,OR8A1
Krt4,KRT4
Cacng7,CACNG7
Tmem182,TMEM182
Mtss1,MTSS1
Blmh,BLMH
Serpina1e,SERPINA1
Trib3,TRIB3
5730559C18Rik,INAVA
Dlgap3,DLGAP3
Lcor,LCOR
Olfr1047,OR8K3
Olfr1117-ps1,OR10AG1
Oas1f,OAS1
Olfr1377,OR1C1
Vdac2,VDAC2
Fam76a,FAM76A
Magea8,MAGEA9B
Magea8,MAGEA11
Magea8,MAGEA9
Magea8,MAGEA8
Rxrg,RXRG
Fam174b,FAM174B
Plcb4,PLCB4
Slc35a5,SLC35A5
Kdm6b,KDM6B
Cfd,CFD
Zg16,ZG16
Mmaa,MMAA
Mindy3,MINDY3
Nlrp9a,NLRP9
Gpr62,GPR62
Slfnl1,SLFNL1
Ptpn13,PTPN13
Snx24,SNX24
Sgcb,SGCB
Rsph9,RSPH9
H2-M9,HLA-A
H2-M9,HLA-G
H2-M9,HLA-F
H2-M9,HLA-E
Fam71a,FAM71A
Tcrg-V3,TRGV11
Arl4a,ARL4A
Zfp512,ZNF512
Adamts3,ADAMTS3
Tcrg-V7,TRGV8
Tcrg-V7,TRGV5
Tcrg-V7,TRGV1
Tcrg-V7,TRGV4
Tcrg-V7,TRGV3
Tcrg-V7,TRGV2
Oscp1,OSCP1
Rab11fip4,RAB11FIP4
Rhbdl2,RHBDL2
Trim24,TRIM24
Trpv4,TRPV4
Ssbp2,SSBP2
Olfr638,OR51Q1
Xiap,XIAP
Ubl3,UBL3
Mybbp1a,MYBBP1A
Tnfsf14,TNFSF14
Serpina3m,SERPINA3
Thada,THADA
Enpp1,ENPP1
Zfp579,ZNF579
Hcls1,HCLS1
Pdlim2,PDLIM2
Wnt11,WNT11
Polr3g,POLR3G
Aldh7a1,ALDH7A1
Eya2,EYA2
Gm9045,CDC5L
Ankrd36,POTEH
Ankrd36,POTEI
Ankrd36,POTEM
Ankrd36,POTEJ
Ankrd36,POTEG
Ankrd36,POTEE
Iqce,IQCE
Ccdc155,CCDC155
Vps16,VPS16
Hectd4,HECTD4
Aamdc,AAMDC
Arf5,ARF5
Rfx1,RFX1
Gorab,GORAB
Muc3a,MUC3A
Usb1,USB1
Serf2,SERF2
Lmx1a,LMX1A
Rapgef2,RAPGEF2
Kpna6,KPNA6
Il18r1,IL18R1
Samd14,SAMD14
Gp2,GP2
Susd4,SUSD4
Pars2,PARS2
Mgme1,MGME1
Fbxo45,FBXO45
Aldh18a1,ALDH18A1
Srprb,SRPRB
Sprtn,SPRTN
Sgk3,SGK3
Mef2a,MEF2A
Pcmt1,PCMT1
Fitm2,FITM2
Calhm2,CALHM2
Fam43a,FAM43A
Sh2d6,SH2D6
Lmnb1,LMNB1
Klrb1f,KLRB1
Cyp3a57,CYP3A5
Cyp3a57,CYP3A7
Cyp3a57,CYP3A7-CYP3A51P
Cyp3a57,CYP3A4
Cyp3a57,CYP3A43
Dclk2,DCLK2
Foxn4,FOXN4
S100pbp,S100PBP
Slc30a9,SLC30A9
Tmprss3,TMPRSS3
Olfr444,OR2A14
Irf6,IRF6
Arf6,ARF6
Cntn5,CNTN5
Marc1,MARC1
Mex3b,MEX3B
Selenos,SELENOS
Pdgfrb,PDGFRB
Prpf4,PRPF4
Zfp24,ZNF24
Cand1,CAND1
Ggcx,GGCX
Megf9,MEGF9
Pcdha3,PCDHA5
Prim1,PRIM1
Cd5l,CD5L
Olfr623,OR51B6
Klhl12,KLHL12
Cyp7b1,CYP7B1
Uba7,UBA7
Csnk1g3,CSNK1G3
Bora,BORA
Adam9,ADAM9
Sgo2a,SGO2
Gnpat,GNPAT
Csf1,CSF1
Hey2,HEY2
9130008F23Rik,C6orf141
Clcn1,CLCN1
Mettl13,METTL13
Ptpn14,PTPN14
Zik1,ZIK1
Mta1,MTA1
Rala,RALA
Rrp1b,RRP1B
Hlx,HLX
Trbv13-3,TRBV10-1
Trbv13-3,TRBV10-2
Trbv13-3,TRBV10-3
Lrrc66,LRRC66
Rps13,RPS13
Olfr866,OR7E24
Tifab,TIFAB
Edem3,EDEM3
Izumo3,IZUMO3
Gzmn,GZMH
Rpl4,RPL4
Cpne5,CPNE5
Dnal4,DNAL4
Scrn2,SCRN2
Kiz,KIZ
Zfp729b,ZNF43
Lgi3,LGI3
Cyp2c69,CYP2C19
Cyp2c69,CYP2C9
Cyp2c69,CYP2C8
Trav10d,TRAV13-1
F7,F7
Pus7l,PUS7L
Eno3,ENO3
Gbx1,GBX1
Trmt1,TRMT1
Arrb2,ARRB2
Olfr571,OR51S1
Fam212b,INKA2
Trav9-1,TRAV8-1
Trav9-1,TRAV8-3
Klhl34,KLHL34
Olfr222,OR2B11
Znhit2,ZNHIT2
Fthl17c,FTHL17
Clca2,CLCA2
Cnst,CNST
Ropn1,ROPN1B
Ston2,STON2
Trbv13-1,TRBV10-1
Trbv13-1,TRBV10-2
Trbv13-1,TRBV10-3
Arpc2,ARPC2
Kcnn2,KCNN2
Cstf2,CSTF2
Vac14,VAC14
Gxylt1,GXYLT1
Olfr52,OR8U1
Ttbk2,TTBK2
Gm3233,KRTAP10-12
Gm3233,KRTAP10-8
Gm3233,KRTAP10-5
Gm3233,KRTAP10-1
Gm3233,KRTAP10-9
Gm3233,KRTAP10-11
Gm3233,KRTAP10-2
Gm3233,KRTAP10-7
Gm3233,KRTAP10-4
Gm3233,KRTAP10-6
Gm3233,KRTAP10-10
Gm3233,KRTAP10-3
Ddost,DDOST
Coro7,CORO7-PAM16
Coro7,CORO7
Rcan3,RCAN3
Tmem39a,TMEM39A
Aspg,ASPG
Sec61g,SEC61G
Islr2,ISLR2
Neu2,NEU2
Rpp25,RPP25
Chgb,CHGB
Nlrp10,NLRP10
Tssk3,TSSK3
Olfr1077-ps1,OR8K3
Abhd11,ABHD11
Wdr47,WDR47
Fntb,FNTB
1700047I17Rik2,FAM177A1
Serf1,SERF1B
Serf1,SERF1A
Pdlim4,PDLIM4
Ptk6,PTK6
Vmn1r39,VN1R5
Zfp113,ZNF3
Olfr235,OR5AN1
Dennd1c,DENND1C
Slc9a8,SLC9A8
Selenop,SELENOP
Arhgap9,ARHGAP9
Gzme,GZMH
Adck2,ADCK2
1700011L22Rik,C4orf51
Nsmaf,NSMAF
Glg1,GLG1
Arl2,ARL2-SNX15
Slc40a1,SLC40A1
Man2a2,MAN2A2
Usp48,USP48
Timm17a,TIMM17A
Ffar2,FFAR2
Noct,NOCT
Optc,OPTC
Ugt2b1,UGT2B17
Ugt2b1,UGT2B15
Ugt2b1,UGT2B10
Ugt2b1,UGT2B7
Ugt2b1,UGT2B11
Ugt2b1,UGT2B28
Ugt2b1,UGT2B4
Gm3776,GSTA2
Gm3776,GSTA1
Gm3776,GSTA5
Kcnn1,KCNN1
Dnajc22,DNAJC22
Tcaf2,TCAF2
Tcaf2,TCAF2C
Nsl1,NSL1
Olfr1428,OR4D6
Spock3,SPOCK3
Psma2,PSMA2
Tbck,TBCK
Ap1g2,AP1G2
Gtf2h2,GTF2H2C
Gtf2h2,GTF2H2
Fmnl3,FMNL3
Stx3,STX3
Jmjd4,JMJD4
Zc3h10,ZC3H10
Ipo8,IPO8
Olfr746,OR11H7
Oprd1,OPRD1
Pwp2,PWP2
Myf5,MYF5
Ccdc121,CCDC121
Ppp1r13l,PPP1R13L
Rexo1,REXO1
Tgif2,TGIF2
Rinl,RINL
Dhx32,DHX32
Cry2,CRY2
Dtnbp1,DTNBP1
Zfp13,ZNF205
Nvl,NVL
Cysrt1,CYSRT1
Thap12,THAP12
Chst13,CHST13
Zfp879,ZNF879
Ssc5d,SSC5D
Ccl21a,CCL21
Tagln3,TAGLN3
Ankhd1,ANKHD1-EIF4EBP3
Ankhd1,ANKHD1
Lrrn4,LRRN4
Dph6,DPH6
Olfr1212,OR4C15
Itpka,ITPKA
Tktl1,TKTL1
Cacng8,CACNG8
Rgs1,RGS1
Ccdc185,CCDC185
Milr1,MILR1
Olfr1224-ps1,OR4C15
Cryz,CRYZ
Fam168b,FAM168B
Bop1,BOP1
Rad51c,RAD51C
Pcdhb5,PCDHB4
Stfa2,CSTA
Psma6,PSMA6
Pten,PTEN
Bmt2,BMT2
Nectin2,NECTIN2
Serpina3n,SERPINA3
Ugt2a2,UGT2A2
Sall3,SALL3
Rere,RERE
Gm31371,POTEH
Gm31371,POTEI
Gm31371,POTEM
Gm31371,POTEJ
Gm31371,POTEG
Gm31371,POTEE
Sulf1,SULF1
Fgf9,FGF9
Gm10142,KRTAP12-3
Gm10142,KRTAP12-2
Gm10142,KRTAP12-1
Ifnlr1,IFNLR1
Tmem106b,TMEM106B
Olfr980,OR10G4
Olfr980,OR10G9
Olfr980,OR10G8
Olfr980,OR10G7
Fam81a,FAM81A
Pou2f1,POU2F1
Pomgnt1,POMGNT1
Ctse,CTSE
Bloc1s3,BLOC1S3
Slc35g1,SLC35G1
Oas1c,OAS1
Impg2,IMPG2
Phospho1,PHOSPHO1
Ihh,IHH
Inhbe,INHBE
Olfr1022,OR5M10
Olfr1022,OR5M1
Adk,ADK
Nkg7,NKG7
Gprc5b,GPRC5B
Ablim3,ABLIM3
Ppp1r8,PPP1R8
Proca1,PROCA1
Spef2,SPEF2
Ino80d,INO80D
Tenm1,TENM1
Dnase1l2,DNASE1L2
Ifngr1,IFNGR1
Abcf2,ABCF2
F11r,F11R
Pex5l,PEX5L
Polr2b,POLR2B
Mblac1,MBLAC1
Capn7,CAPN7
Fhl3,FHL3
Gm10696,SPOP
Rab44,RAB44
Erfe,ERFE
Fam3a,FAM3A
Ndrg4,NDRG4
Fzd5,FZD5
Cfap157,CFAP157
Cep55,CEP55
Cd55,CD55
Slc46a3,SLC46A3
Zranb2,ZRANB2
Dhx34,DHX34
Sbno1,SBNO1
Abce1,ABCE1
Olfr175-ps1,OR5K3
Stt3a,STT3A
Shmt2,SHMT2
Olfr620,OR51V1
Cnpy2,CNPY2
Gpr139,GPR139
Rev3l,REV3L
Fyb2,FYB2
Slc23a3,SLC23A3
Gm49366,ACOT1
Gm49366,ACOT2
Fcrl5,FCRL5
Mrpl36,MRPL36
Olfr92,OR2H1
Olfr92,OR2H2
Vwc2,VWC2
Gabra6,GABRA6
Cog2,COG2
Cntrl,CNTRL
Kcnk13,KCNK13
Crygc,CRYGC
Gm10591,CCL21
Zfp444,ZNF444
Zscan21,ZSCAN21
Gsdma3,GSDMA
Cox14,COX14
Tmem47,TMEM47
Ccdc58,CCDC58
Gcnt3,GCNT3
Neurog2,NEUROG2
C1galt1c1,C1GALT1C1
Hsd17b11,HSD17B11
Clock,CLOCK
Trp63,TP63
Sec62,SEC62
Pold4,POLD4
Alkbh2,ALKBH2
Ugt2a1,UGT2A1
Map3k5,MAP3K5
Snx5,SNX5
Ccdc85a,CCDC85A
Impad1,IMPAD1
Znrf2,ZNRF2
Olfr26,OR8D1
Cog4,COG4
Tmco5,TMCO5A
Pcp2,PCP2
Slc1a4,SLC1A4
Rspry1,RSPRY1
Gjc3,GJC3
Tbc1d4,TBC1D4
Olfr147,OR8B2
Olfr147,OR8B3
Nectin4,NECTIN4
Irf2,IRF2
Homer1,HOMER1
Urb1,URB1
Olfr1310,OR4F6
BC052040,C15orf41
Prss12,PRSS12
Gpsm2,GPSM2
Amy2a4,AMY2B
Amy2a4,AMY2A
Amy2a4,AMY1A
Amy2a4,AMY1B
Amy2a4,AMY1C
Serpina9,SERPINA9
Rnf165,RNF165
Degs1,DEGS1
Zfp213,ZNF213
Pqlc2,PQLC2
Car1,CA1
Rnf167,RNF167
Dkk2,DKK2
Gabra1,GABRA1
Ano4,ANO4
S1pr3,S1PR3
Zcchc18,ZCCHC12
Smarcd2,SMARCD2
Chrnb1,CHRNB1
Ssbp1,SSBP1
Fam241b,FAM241B
Slc5a8,SLC5A8
Stac2,STAC2
P4ha3,P4HA3
Tomm40,TOMM40
Gng4,GNG4
Atl2,ATL2
Car7,CA7
Commd6,COMMD6
Arntl,ARNTL
Rfx8,RFX8
Cox6c,COX6C
Olfr1090,OR8K3
Olfr1466,OR5B3
Phkb,PHKB
Slc36a1,SLC36A1
Slc35c1,SLC35C1
H2-Q1,HLA-A
H2-Q1,HLA-G
H2-Q1,HLA-F
H2-Q1,HLA-E
Zfp414,ZNF414
Hsd17b3,HSD17B3
Yipf4,YIPF4
Timm8a1,TIMM8A
Nexmif,NEXMIF
Atp1a2,ATP1A2
Mkx,MKX
Angptl1,ANGPTL1
Olfr1164,OR5D13
Olfr982,OR10S1
Pcdh11x,PCDH11Y
Pcdh11x,PCDH11X
Tmem79,TMEM79
Rgs4,RGS4
Hcar2,HCAR3
Hcar2,HCAR2
Tor1aip1,TOR1AIP1
Upp2,UPP2
Bsnd,BSND
Gpr25,GPR25
Sgk1,SGK1
Scd3,SCD
Ate1,ATE1
Entpd1,ENTPD1
Ttpa,TTPA
Igip,IGIP
Pla2r1,PLA2R1
Lrrc58,LRRC58
Ubxn1,UBXN1
Vmn1r30,VN1R5
Zfp641,ZNF641
Brf2,BRF2
Pofut2,POFUT2
Tnfaip8l1,TNFAIP8L1
Vmn1r14,VN1R5
Olfr1444,OR5B21
Lsm10,LSM10
Lyst,LYST
Flt3,FLT3
Cldn11,CLDN11
Usp53,USP53
Fam57b,FAM57B
Atxn7l3b,ATXN7L3B
Glra1,GLRA1
Zc3h13,ZC3H13
Slc26a1,SLC26A1
Atm,ATM
Prss27,PRSS27
Sp6,SP6
Dmd,DMD
Mif,MIF
Jade3,JADE3
Hapln2,HAPLN2
Nop9,NOP9
Sntn,SNTN
Col23a1,COL23A1
Banf2,BANF2
Ppm1g,PPM1G
Gm5580,EIF4A3
U2af2,U2AF2
Sh2b1,SH2B1
Vsnl1,VSNL1
Ighv3-1,IGHV6-1
Ighv3-1,IGHV4-4
Ighv3-1,IGHV4-28
Ighv3-1,IGHV4-31
Ighv3-1,IGHV4-34
Ighv3-1,IGHV4-39
Ighv3-1,IGHV4-61
Ighv3-1,IGHV4-59
Grb10,GRB10
Lhx4,LHX4
Adam2,ADAM2
Brms1l,BRMS1L
Cda,CDA
Zdhhc9,ZDHHC9
Heatr3,HEATR3
Siglecg,SIGLEC11
Csgalnact1,CSGALNACT1
Tmem19,TMEM19
Rasd2,RASD2
Gigyf2,GIGYF2
Ppp4r3b,PPP4R3B
Rab33b,RAB33B
Irx4,IRX4
Gm43517,FOXG1
Gm45713,RPL13A
Trim5,TRIM5
Ngfr,NGFR
Taz,TAZ
H2-D1,HLA-A
H2-D1,HLA-G
H2-D1,HLA-F
H2-D1,HLA-E
Nfkbia,NFKBIA
Clec18a,CLEC18B
Clec18a,CLEC18C
Irak3,IRAK3
Abhd14a,ABHD14A
Golgb1,GOLGB1
Arl2bp,ARL2BP
Samd7,SAMD7
Smpd1,SMPD1
Ercc6,ERCC6
Vmn1r7,VN1R5
4930452B06Rik,C3orf67
Lancl2,LANCL2
Kiss1r,KISS1R
Olfr678,OR52E5
Acsbg1,ACSBG1
Lrrc39,LRRC39
Adam11,ADAM11
Cish,CISH
Gm28043,RNF8
Pdss1,PDSS1
Tdp1,TDP1
Nme9,NME9
Ugt1a5,UGT1A4
Ugt1a5,UGT1A3
Ugt1a5,UGT1A5
Zfp846,ZNF121
Bhlhe40,BHLHE40
Bex2,BEX1
Bex2,BEX2
Tma16,TMA16
Ssx9,SSX2B
Ssx9,SSX2
Ssx9,SSX7
Fezf2,FEZF2
Ifi205,MNDA
Snx17,SNX17
Cbr1,CBR1
C87436,C2orf42
Olfr1494,OR10Q1
Rpl34,RPL34
Clvs2,CLVS2
Gli2,GLI2
Slc4a8,SLC4A8
Dpp10,DPP10
Olfr1006,OR9G4
Tymp,TYMP
Lats1,LATS1
Trank1,TRANK1
Trim23,TRIM23
Pex19,PEX19
Clec14a,CLEC14A
Rxfp2,RXFP2
Pank4,PANK4
Csnk2a2,CSNK2A2
Synj1,SYNJ1
BC030870,SMIM31
Cib2,CIB2
Clns1a,CLNS1A
Upb1,UPB1
B2m,B2M
Tmem175,TMEM175
Cep68,CEP68
Vgf,VGF
Sod3,SOD3
Csnk1a1,CSNK1A1
Wisp2,WISP2
Olfr1061,OR8K3
Setd6,SETD6
Olfr986,OR6X1
Prpf40a,PRPF40A
Myo5c,MYO5C
Ankrd66,ANKRD66
Psmc5,PSMC5
Tnnt2,TNNT2
Dach1,DACH1
Nlrp9b,NLRP9
Hbb-bh1,HBG1
Hbb-bh1,HBG2
Bmp8a,BMP8A
Gnai3,GNAI3
Olfr1020,OR5AP2
Trav7d-2,TRAV12-1
Trav7d-2,TRAV12-2
Bex1,BEX1
Bex1,BEX2
Cel,CEL
Ighv7-4,IGHV3-15
Ighv7-4,IGHV3-49
Ighv7-4,IGHV3-72
Ighv7-4,IGHV3-73
Hdgfl2,HDGFL2
Itpr1,ITPR1
Pla2g15,PLA2G15
Cdk8,CDK8
P4ha1,P4HA1
Stxbp1,STXBP1
Rabif,RABIF
Trav5-4,TRAV13-1
Wnt3a,WNT3A
Clk4,CLK4
Rab21,RAB21
Gtf2b,GTF2B
Ms4a18,MS4A18
Lrrc4c,LRRC4C
Rabl3,RABL3
Atf3,ATF3
Fip1l1,FIP1L1
Camp,CAMP
Tnfsf4,TNFSF4
Olfr574,OR51T1
Zwilch,ZWILCH
Max,MAX
Srsf11,SRSF11
C920008G01Rik,TRAV12-1
C920008G01Rik,TRAV12-2
Nr2e1,NR2E1
Ncf2,NCF2
Mtx3,MTX3
Etv1,ETV1
Cct8l1,CCT8L2
Svs1,AOC1
Stra6,STRA6
Phf24,PHF24
Btla,BTLA
Serinc1,SERINC1
Tgfbrap1,TGFBRAP1
Ankk1,ANKK1
Gm9049,CDC5L
Golga2,GOLGA8B
Golga2,GOLGA6A
Golga2,GOLGA6L1
Golga2,GOLGA8S
Golga2,GOLGA6L2
Golga2,GOLGA6C
Golga2,GOLGA6D
Golga2,GOLGA8R
Golga2,GOLGA8Q
Golga2,GOLGA8H
Kir3dl1,KIR2DL3
Kir3dl1,KIR3DL1
Kir3dl1,KIR3DL3
Kir3dl1,KIR2DS4
Kir3dl1,KIR2DL4
Kir3dl1,KIR2DL1
Kir3dl1,KIR3DL2
Cyb5r4,CYB5R4
Avil,AVIL
Efl1,EFL1
Sigmar1,SIGMAR1
Pdc,PDC
Nars,NARS
Ptch1,PTCH1
Fcrlb,FCRLB
Tbx19,TBX19
Fam114a2,FAM114A2
Kit,KIT
Shank2,SHANK2
Syce1l,SYCE1L
Klrb1b,KLRB1
Bcorl1,BCORL1
Naa25,NAA25
Gm49339,LILRB3
Gm49339,LILRA6
Gm49339,LILRB5
Gm49339,LILRB2
Gm49339,LILRA4
Gm49339,LILRA5
Gm49339,LILRB4
Gm49339,LILRA2
Gm49339,LILRA1
Gm49339,LILRB1
