mgi_symbol,hgnc_symbol
Mogs,MOGS
Gm5814,MRFAP1
Slc25a46,SLC25A46
Osbpl5,OSBPL5
Olfr392,OR1E1
Olfr392,OR1E2
Ube2d2a,UBE2D2
Immp1l,IMMP1L
Tfip11,TFIP11
Rasgef1b,RASGEF1B
Spata24,SPATA24
Tmprss15,TMPRSS15
Zkscan5,ZKSCAN5
Pgap1,PGAP1
Nlgn3,NLGN3
Tmem243,TMEM243
Sftpd,SFTPD
Olfr1242,OR4A8
Olfr1242,OR4A5
Fgf13,FGF13
Dmtf1,DMTF1
Nkiras1,NKIRAS1
Fbxo36,FBXO36
Tex9,TEX9
Snx22,SNX22
Adm,ADM
Nab2,NAB2
Rnf122,RNF122
Pfkfb4,PFKFB4
Dhodh,DHODH
Plekha8,PLEKHA8
Ddrgk1,DDRGK1
Stx11,STX11
Flot1,FLOT1
Orc6,ORC6
Dnaaf2,DNAAF2
Fgf22,FGF22
Magea6,MAGEA1
AI464131,MYORG
Gm11437,C17orf78
Hs6st2,HS6ST2
Hrh1,HRH1
Zfp438,ZNF438
Il4,IL4
Prkra,PRKRA
Fam163b,FAM163B
4930402H24Rik,C20orf194
Apcdd1,APCDD1
Sppl2b,SPPL2B
Icam2,ICAM2
Olfr1262,OR4C45
Aatk,AATK
Myo1c,MYO1C
Fam69c,FAM69C
Zbtb24,ZBTB24
Phf2,PHF2
Pon3,PON3
Ddx3y,DDX3Y
Bag2,BAG2
Olfr1289,OR4F5
Fign,FIGN
Efr3b,EFR3B
Ifna16,IFNA21
Ifna16,IFNA4
Ifna16,IFNA7
Ifna16,IFNA14
Ifna16,IFNA10
Ifna16,IFNA17
Ifna16,IFNA16
Ifna16,IFNA5
Ifna16,IFNA6
Ifna16,IFNA13
Ifna16,IFNA2
Ifna16,IFNA8
Ifna16,IFNA1
Pycrl,PYCR3
Slc6a2,SLC6A2
Txndc17,TXNDC17
Epb41l5,EPB41L5
Ino80e,INO80E
Qdpr,QDPR
Olfr275,OR13F1
Rac3,RAC3
Spindoc,SPINDOC
Pex10,PEX10
Sdr16c5,SDR16C5
Pemt,PEMT
F2rl1,F2RL1
Cox19,COX19
Mlip,MLIP
Zfp658,ZNF81
Dok1,DOK1
Ctr9,CTR9
Mrgpre,MRGPRE
Rp1,RP1
Zfp395,ZNF395
Gm614,CXorf65
Nrl,NRL
Ift27,IFT27
A2m,A2M
Prtg,PRTG
Cbx2,CBX2
Rfx2,RFX2
Cyp26b1,CYP26B1
Olfr1254,OR4A8
Olfr1254,OR4A5
Ybx3,YBX3
Igfbp3,IGFBP3
Zfp382,ZNF382
Cfap58,CFAP58
Ell,ELL
Pcx,PC
Magea3,MAGEA1
Gm5591,C2orf78
Cdcp1,CDCP1
Gm4353,NUP35
Hnrnph3,HNRNPH3
Gjb2,GJB2
Fadd,FADD
Nfe2l1,NFE2L1
Prrt1,PRRT1
Tert,TERT
Cd8a,CD8A
Tas2r106,TAS2R10
Lsm14a,LSM14A
Olfr1272,OR4B1
Zfp119a,ZNF788P
Aebp1,AEBP1
H2-Ab1,HLA-DQB1
H2-Ab1,HLA-DQB2
Apool,APOOL
Abhd16b,ABHD16B
Arl5b,ARL5B
Smim23,SMIM23
Fen1,FEN1
Lgalsl,LGALSL
Gfod1,GFOD1
Wdr37,WDR37
Atp5e,ATP5F1E
Atxn7l3,ATXN7L3
Tgfb1,TGFB1
Olfr486,OR5P2
Gsto1,GSTO1
Igf2r,IGF2R
Dcakd,DCAKD
Isoc1,ISOC1
Kif2a,KIF2A
Ezh2,EZH2
Anln,ANLN
Gm9780,PLAC9
Htra1,HTRA1
Slc32a1,SLC32A1
Kctd15,KCTD15
Odc1,ODC1
Aldh4a1,ALDH4A1
Jmjd8,JMJD8
Foxo4,FOXO4
Ppp1r14b,PPP1R14B
Ifna2,IFNA21
Ifna2,IFNA4
Ifna2,IFNA7
Ifna2,IFNA14
Ifna2,IFNA10
Ifna2,IFNA17
Ifna2,IFNA16
Ifna2,IFNA5
Ifna2,IFNA6
Ifna2,IFNA13
Ifna2,IFNA2
Ifna2,IFNA8
Ifna2,IFNA1
Ccdc97,CCDC97
Acot10,ACOT9
Adamts12,ADAMTS12
Utf1,UTF1
Rsl1d1,RSL1D1
Klhdc2,KLHDC2
Agfg2,AGFG2
Zscan12,ZSCAN12
Rhod,RHOD
Xkr7,XKR7
Ssxb5,SSX5
Ssxb5,SSX1
Ssxb5,SSX3
Ssxb5,SSX4
Ssxb5,SSX4B
Tbx1,TBX1
Nsd2,NSD2
Olfr1252,OR4A8
Olfr1252,OR4A5
Zfp446,ZNF446
Mrpl23,MRPL23
Dnajc18,DNAJC18
Smim17,SMIM17
Rps6ka4,RPS6KA4
Zscan25,ZSCAN25
Klf10,KLF10
Usp20,USP20
Sap25,SAP25
Bap1,BAP1
Slc1a3,SLC1A3
Terf1,TERF1
Klk1b9,KLK1
Efna5,EFNA5
Gm4737,AHCY
Ing1,ING1
Hey1,HEY1
Chrdl2,CHRDL2
Dusp14,DUSP14
Dpep2nb,DPEP2NB
Zxdb,ZXDB
Zxdb,ZXDA
Keap1,KEAP1
Zfp146,ZNF146
Kdsr,KDSR
Dgcr6,DGCR6
Zfp764,ZNF747
Zfp764,ZNF764
Gm21312,ALYREF
Itih2,ITIH2
Il1rn,IL1RN
Ddx3x,DDX3X
Il21r,IL21R
Mbd5,MBD5
Tnnt3,TNNT3
Eapp,EAPP
Ganab,GANAB
Ccdc8,CCDC8
Lipt2,LIPT2
Slc9a3r2,SLC9A3R2
Gm4307,ALYREF
Cdh1,CDH1
Nsd1,NSD1
Zfp28,ZFP28
Zbtb45,ZBTB45
Nup62cl,NUP62CL
Amph,AMPH
Igfbp4,IGFBP4
Kif5c,KIF5C
Gm4767,ZNF788P
Mthfd2,MTHFD2
Olfr1269,OR4X2
Nbas,NBAS
Rasgrf2,RASGRF2
Sil1,SIL1
Grcc10,C12orf57
Lrrc47,LRRC47
Ighv7-2,IGHV3OR15-7
Mlx,MLX
Lrrcc1,LRRCC1
Dytn,DYTN
Lgals12,LGALS12
Tmem38a,TMEM38A
Arhgap4,ARHGAP4
Decr2,DECR2
Olfr1240,OR4A8
Olfr1240,OR4A5
Zc3h3,ZC3H3
Gadd45g,GADD45G
Lypla2,LYPLA2
Mtmr4,MTMR4
Slc35f2,SLC35F2
Agrp,AGRP
Olfr1255,OR4C12
Kcne1,KCNE1
Fgf1,FGF1
Arhgap36,ARHGAP36
Pkdcc,PKDCC
Lbhd1,LBHD1
Dbndd1,DBNDD1
Fam184a,FAM184A
Tpsab1,TPSB2
Tpsab1,TPSAB1
Tpsab1,TPSD1
Hexim1,HEXIM1
Gmpr2,GMPR2
Zfp182,ZNF182
Alkbh8,ALKBH8
Cers4,CERS4
Rab3gap1,RAB3GAP1
Rev1,REV1
Mtfp1,MTFP1
Gprc5c,GPRC5C
Il15ra,IL15RA
Mfsd7a,SLC49A3
Pold2,POLD2
Mms19,MMS19
Cyp4f39,CYP4F22
Gm14459,SSX5
Gm14459,SSX1
Gm14459,SSX3
Gm14459,SSX4
Gm14459,SSX4B
1600014C10Rik,C19orf12
Narf,NARF
Slc16a12,SLC16A12
P2rx6,P2RX6
Olfr497,OR5P2
Asf1a,ASF1A
Map2k6,MAP2K6
Tas2r117,TAS2R14
Ncf4,NCF4
Cnot3,CNOT3
Letm2,LETM2
Rpl23,RPL23
Scgb3a1,SCGB3A1
Rock1,ROCK1
Prmt3,PRMT3
Ccr8,CCR8
Tjap1,TJAP1
8430408G22Rik,DEPP1
Slc29a2,SLC29A2
Gm21304,ALYREF
Ttc23l,TTC23L
Gm18336,PNMA6F
Gm18336,PNMA6E
Ripk1,RIPK1
Wnt5b,WNT5B
Ifna11,IFNA21
Ifna11,IFNA4
Ifna11,IFNA7
Ifna11,IFNA14
Ifna11,IFNA10
Ifna11,IFNA17
Ifna11,IFNA16
Ifna11,IFNA5
Ifna11,IFNA6
Ifna11,IFNA13
Ifna11,IFNA2
Ifna11,IFNA8
Ifna11,IFNA1
Pvalb,PVALB
Olfr394,OR1E1
Olfr394,OR1E2
Cobll1,COBLL1
Chtf8,CHTF8
Ptk7,PTK7
Nde1,NDE1
Asb7,ASB7
Rmdn3,RMDN3
Myef2,MYEF2
Arhgdia,ARHGDIA
Lactb2,LACTB2
Nos2,NOS2
Gadd45gip1,GADD45GIP1
Emg1,EMG1
Ccdc6,CCDC6
Myo10,MYO10
0610009B22Rik,TRAPPC2
Coq4,COQ4
Snx21,SNX21
Cgrrf1,CGRRF1
Znfx1,ZNFX1
Capns2,CAPNS2
Tead2,TEAD2
Hsd3b7,HSD3B7
Syt7,SYT7
Prelid1,PRELID1
Olfm4,OLFM4
Tmtc4,TMTC4
Trp53inp2,TP53INP2
H2-DMa,HLA-DMA
R3hdm1,R3HDM1
Mindy2,MINDY2
Ovch2,OVCH2
Jrk,JRK
Catsperg1,CATSPERG
Mboat1,MBOAT1
Ttc25,TTC25
Ptrhd1,PTRHD1
Psmd8,PSMD8
Rnf103,RNF103
Ccno,CCNO
Rnf113a2,RNF113B
Rnf113a2,RNF113A
Tgs1,TGS1
Asph,ASPH
Aqp12,AQP12B
Aqp12,AQP12A
Psmd11,PSMD11
Lrp3,LRP3
Btnl10,BTN3A1
Btnl10,BTN3A3
Zic2,ZIC2
Tmem132a,TMEM132A
Vmac,VMAC
Setd1a,SETD1A
Lpcat2,LPCAT2
Ssh3,SSH3
Srpk3,SRPK3
Tagln,TAGLN
Klb,KLB
Patl2,PATL2
Klhl13,KLHL13
Pygo1,PYGO1
Slc27a5,SLC27A5
Utrn,UTRN
Cd300ld,CD300LD
Satb1,SATB1
Dqx1,DQX1
Zfp212,ZNF212
Tppp3,TPPP3
Stmn2,STMN2
Fgf18,FGF18
Polm,POLM
Pole2,POLE2
Olfr1303,OR4F29
Olfr1303,OR4F16
Ccr7,CCR7
Extl3,EXTL3
Tbc1d24,NTN3
Peg3,PEG3
Cox7a2l,COX7A2L
Tmem151a,TMEM151A
Pdzd4,PDZD4
Pdk1,PDK1
Rai14,RAI14
Ehd4,EHD4
Kcna5,KCNA5
Acer2,ACER2
Gpx8,GPX8
Calb1,CALB1
Mfsd2b,MFSD2B
Ssxa1,SSX5
Ssxa1,SSX1
Ssxa1,SSX3
Ssxa1,SSX4
Ssxa1,SSX4B
Cd151,CD151
Lrsam1,LRSAM1
Gm14308,ZNF788P
Slc2a6,SLC2A6
Gm4340,ALYREF
Apc,APC
Nat8,NAT8
Rab20,RAB20
Nxt2,NXT2
Apobec2,APOBEC2
Cenpt,CENPT
Usmg5,ATP5MD
Rab6a,RAB6A
Myd88,MYD88
Tmx2,TMX2
Tg,TG
Plcd4,PLCD4
Romo1,ROMO1
Spag5,SPAG5
Ddo,DDO
Tas2r102,TAS2R13
Kctd4,KCTD4
Sntg2,SNTG2
Csnk1g1,CSNK1G1
Cldn5,CLDN5
Tmub2,TMUB2
Syna,ERVFRD-1
Mecp2,MECP2
Gm5072,MAGEB6B
Gm5072,MAGEB6
Asb4,ASB4
Acbd7,ACBD7
Prr15,PRR15
Tmprss13,TMPRSS13
Uqcc3,UQCC3
Tns1,TNS1
Vip,VIP
Mrps5,MRPS5
Prl,PRL
Igkv15-103,IGKV1OR2-108
Pik3c2g,PIK3C2G
Spatc1,SPATC1
Vdr,VDR
Tmem150c,TMEM150C
Asphd2,ASPHD2
Pax6,PAX6
Gm29776,LMLN2
Utp15,UTP15
Ammecr1,AMMECR1
Abhd8,ABHD8
Sgo1,SGO1
Hba-x,HBZ
Ssxb9,SSX5
Ssxb9,SSX1
Ssxb9,SSX3
Ssxb9,SSX4
Ssxb9,SSX4B
Kctd19,KCTD19
Ppp1r35,PPP1R35
Rassf1,RASSF1
Dcaf11,DCAF11
Adamts6,ADAMTS6
Ralb,RALB
Acmsd,ACMSD
Spc24,SPC24
Tll2,TLL2
Vwce,VWCE
Ccm2,CCM2
Tas2r107,TAS2R10
Cyfip1,CYFIP1
Acsl4,ACSL4
Gm45234,ATN1
Prkx,PRKX
Tnp1,TNP1
Cyb5a,CYB5A
Pjvk,PJVK
Fxyd2,FXYD2
Pex2,PEX2
Sap18b,SAP18
Asb15,ASB15
Engase,ENGASE
Zfp933,ZNF788P
Ebf2,EBF2
Tnrc6c,TNRC6C
Sp140,SP140
Tas2r140,TAS2R14
Bid,BID
Cenpa,CENPA
Olfr410,OR3A1
Sema3d,SEMA3D
Zfp260,ZNF260
Tmx3,TMX3
Dazl,DAZL
Klrg1,KLRG1
Scgb1c1,SCGB1C2
Atp6v1b2,ATP6V1B2
Casz1,CASZ1
Zmynd10,ZMYND10
Resp18,RESP18
Ggh,GGH
Mdh1,MDH1
Cbs,CBSL
Cbs,CBS
Rnf130,RNF130
Hps4,HPS4
Sirt5,SIRT5
Cd300c,CD300A
Cd300c,CD300C
Slc22a13,SLC22A13
2700049A03Rik,KIAA0586
Il1f8,IL36B
Spin4,SPIN4
Gm11397,SERPINB9
Thap3,THAP3
Emid1,EMID1
2310057M21Rik,C10orf88
Bcas1,BCAS1
Ces1g,CES1
Tas1r2,TAS1R2
Slc35f6,SLC35F6
Nckap1,NCKAP1
Pcnt,PCNT
H2-Ob,HLA-DOB
Psmd7,PSMD7
Zfp407,ZNF407
Hoxb3,HOXB3
Tmem158,TMEM158
Them6,THEM6
Pon2,PON2
Plcd3,PLCD3
Nfs1,NFS1
Chmp6,CHMP6
Nudt12,NUDT12
Pxk,PXK
Bfsp1,BFSP1
Rftn1,RFTN1
Efnb1,EFNB1
Plaur,PLAUR
Cnnm2,CNNM2
Olfr1243,OR4A8
Olfr1243,OR4A5
Pkia,PKIA
Lgsn,LGSN
Tial1,TIAL1
0610010F05Rik,KIAA1841
Poln,POLN
Mrpl54,MRPL54
Olfr1506,OR4X2
Pdcd2l,PDCD2L
Mrgbp,MRGBP
Polr2l,POLR2L
Olfr1291-ps1,OR4F5
Pstpip2,PSTPIP2
Matr3,MATR3
Kif1a,KIF1A
Vps52,VPS52
Mpdu1,MPDU1
Magea4,MAGEA1
Bbox1,BBOX1
Fam196b,FAM196B
Olfr353,OR1N1
Ring1,RING1
Uqcrb,UQCRB
Ap1b1,AP1B1
Dlg5,DLG5
Limch1,LIMCH1
Nelfa,NELFA
Tm9sf4,TM9SF4
Npr3,NPR3
Rec8,REC8
Slc6a5,SLC6A5
E430018J23Rik,ZNF747
E430018J23Rik,ZNF764
Tmc2,TMC2
Coil,COIL
Zcchc3,ZCCHC3
Edc4,EDC4
Ap1m1,AP1M1
Pcbd2,PCBD2
Olfr271-ps1,OR13C5
Olfr271-ps1,OR13C2
Olfr271-ps1,OR13C9
Gm39653,FAM237A
Krt87,KRT83
Abcc4,ABCC4
Ufm1,UFM1
Slc39a7,SLC39A7
Zmym4,ZMYM4
H2-Aa,HLA-DQA2
Sf3a1,SF3A1
Adnp2,ADNP2
Gm6169,PLP2
Has2,HAS2
4930433I11Rik,C2orf78
Herc4,HERC4
Psmf1,PSMF1
Cx3cr1,CX3CR1
a,ASIP
Lrrc1,LRRC1
Synpo,SYNPO
Tas2r131,TAS2R42
Kndc1,KNDC1
Ccdc157,CCDC157
Ntrk2,NTRK2
Arhgef28,ARHGEF28
Cwc25,CWC25
Rbfox1,RBFOX1
Ssbp4,SSBP4
Fbxw11,FBXW11
Sigirr,SIGIRR
Kdm4c,KDM4C
Haus7,HAUS7
Me2,ME2
Mdc1,MDC1
2610028H24Rik,C21orf58
Pp2d1,PP2D1
Gm867,C22orf15
Zfp707,ZNF707
Cdk5r1,CDK5R1
Ank3,ANK3
Adgrg4,ADGRG4
Tmem151b,TMEM151B
1700080O16Rik,MAGEA1
Ociad2,OCIAD2
Tubb3,TUBB3
Mdh1b,MDH1B
Aggf1,AGGF1
Sphkap,SPHKAP
Cd300ld4,CD300LD
Napsa,NAPSA
Rmnd5a,RMND5A
Ces1d,CES1
,SP140
Prelid3a,PRELID3A
Lzts1,LZTS1
Adam8,ADAM8
Olfr382,OR1E1
Olfr382,OR1E2
Brpf3,BRPF3
Olfr502,OR5P2
Elf1,ELF1
Otof,OTOF
U2af1l4,U2AF1L4
Olfr1250,OR4A8
Olfr1250,OR4A5
Rxrb,RXRB
Uevld,UEVLD
Trim29,TRIM29
Ptpdc1,PTPDC1
Cybrd1,CYBRD1
Capn13,CAPN13
Spaca5,SPACA5
Spaca5,SPACA5B
Gm10778,ZNF788P
Lyzl1,LYZL2
Acyp1,ACYP1
Snrpd1,SNRPD1
Gm17067,ZNF788P
Rhobtb1,RHOBTB1
Cd40lg,CD40LG
Pnma5,PNMA5
Top1,TOP1
Dmrt3,DMRT3
Sh3pxd2b,SH3PXD2B
Olfr1261,OR4C45
Ibtk,IBTK
4932411N23Rik,DMTF1
Mzb1,MZB1
Ssxb10,SSX5
Ssxb10,SSX1
Ssxb10,SSX3
Ssxb10,SSX4
Ssxb10,SSX4B
Igf2,IGF2
Dck,DCK
Plekha5,PLEKHA5
Elovl5,ELOVL5
Il17d,IL17D
Prdx5,PRDX5
Nyap1,NYAP1
Gm5114,C2orf78
Cyp2f2,CYP2F1
Pja2,PJA2
Clvs1,CLVS1
Dcc,DCC
Bad,BAD
Cpne1,CPNE1
C130026I21Rik,SP140
Cbx4,CBX4
Phactr3,PHACTR3
Arhgef9,ARHGEF9
Ninj1,NINJ1
Slc17a6,SLC17A6
Tmem131,TMEM131
Rbm39,RBM39
Eml6,EML6
Tcta,TCTA
Gpx5,GPX5
Rmdn2,RMDN2
1600012H06Rik,C6orf120
Lyzl6,LYZL6
Psmg1,PSMG1
Npr2,NPR2
Nr1h2,NR1H2
Adgrl3,ADGRL3
Cd226,CD226
Gsk3a,GSK3A
Enc1,ENC1
Gm35315,ZNF788P
Prr5l,PRR5L
4930415L06Rik,PPP4R3C
Thoc5,THOC5
Tmem86a,TMEM86A
Med6,MED6
Cyth3,CYTH3
Tnni2,TNNI2
Tcte3,TCTE3
Prdx4,PRDX4
Gfi1b,GFI1B
Pthlh,PTHLH
Egln2,EGLN2
Syt12,SYT12
Fst,FST
Myo1b,MYO1B
Srsf10,SRSF10
Defb22,DEFB126
Tlcd2,TLCD2
Scn1b,SCN1B
Gm49396,U2AF1L4
4931417E11Rik,JKAMP
Acadl,ACADL
Olfr365,OR1L4
Olfr365,OR1L6
Spaca9,SPACA9
Gng7,GNG7
Vmn1r237,VN1R4
Slc4a5,SLC4A5
Pcyt2,PCYT2
Exosc4,EXOSC4
Cyp2b13,CYP2B6
BC017158,C16orf58
Gm4131,C13orf42
Rbm22,RBM22
Lhx1,LHX1
Cul7,CUL7
Usp9y,USP9Y
Comt,COMT
Ndufa7,NDUFA7
C1s2,C1S
Ldhc,LDHC
Cacna2d4,CACNA2D4
Senp3,SENP3-EIF4A1
Senp3,SENP3
6030419C18Rik,C15orf59
Tshz2,TSHZ2
Slc25a47,SLC25A47
Tmem52,TMEM52
Rpl38,RPL38
Pcolce,PCOLCE
Psmc4,PSMC4
Pex26,PEX26
Adam22,ADAM22
Arhgap15,ARHGAP15
Srp19,SRP19
Vgll4,VGLL4
Pla2g16,PLA2G16
Hmga1b,HMGA1
Fam25c,FAM25A
Bag6,BAG6
Gid8,GID8
Mcc,MCC
Actr1a,ACTR1A
Atic,ATIC
Dock2,DOCK2
Wars,WARS
Opalin,OPALIN
Rufy2,RUFY2
Palm,PALM
Sfmbt2,SFMBT2
Susd6,SUSD6
Erf,ERF
Ppt2,PPT2
Impg1,IMPG1
Ubox5,UBOX5
Slc18a1,SLC18A1
Spata31d1c,SPATA31D3
Spata31d1c,SPATA31D4
Spata31d1c,SPATA31D1
Zfp239,ZNF239
Atoh8,ATOH8
Pde1a,PDE1A
Nfkbil1,NFKBIL1
Rps10,RPS10
Zdhhc4,ZDHHC4
Mief2,MIEF2
Pax7,PAX7
Sdr42e1,SDR42E1
Slc19a3,SLC19A3
Shmt1,SHMT1
Ssxb2,SSX5
Ssxb2,SSX1
Ssxb2,SSX3
Ssxb2,SSX4
Ssxb2,SSX4B
Avp,AVP
Spaca3,SPACA3
Zfp959,ZNF788P
Fbn2,FBN2
Cwh43,CWH43
Mitd1,MITD1
Fam83h,FAM83H
Gnrh1,GNRH1
Shd,SHD
D3Ertd254e,ZNF519
Ccr10,CCR10
Nup35,NUP35
Gm5150,SIRPG
Gm5150,SIRPA
Cdc40,CDC40
Fbxo47,FBXO47
Tmem219,TMEM219
Gm20498,SYNJ2BP-COX16
Serpinb9c,SERPINB9
Med12,MED12
Haus3,HAUS3
Pvr,PVR
Clic6,CLIC6
Scrt2,SCRT2
Tas2r121,TAS2R13
Btbd18,BTBD18
Folh1,FOLH1
Bmf,BMF
Ctnnbl1,CTNNBL1
Msc,MSC
Cd3d,CD3D
Mymx,MYMX
Proser1,PROSER1
Cisd2,CISD2
Ptpn12,PTPN12
Pck1,PCK1
Polrmt,POLRMT
Ndufa5,NDUFA5
Slc25a38,SLC25A38
Dpy19l1,DPY19L1
Sox15,SOX15
Vmn1r236,VN1R4
Fads1,FADS1
Cep104,CEP104
Klf4,KLF4
Pmepa1,PMEPA1
Ajap1,AJAP1
H2afv,H2AFV
Lhfpl1,LHFPL1
Cntnap1,CNTNAP1
Copz2,COPZ2
Mob1b,MOB1B
Olfr43,OR1A2
Olfr43,OR1A1
Zfp930,ZNF788P
Mc2r,MC2R
Bco2,BCO2
Nanog,NANOG
Gpc6,GPC6
,SEPT5
Chsy3,CHSY3
Rbmxl2,RBMXL2
Rbmxl2,RBMXL3
Dpep3,DPEP3
Spdye4b,SPDYE5
Rhoa,RHOA
Tfe3,TFE3
Prss57,PRSS57
Chrm5,CHRM5
Hspa4,HSPA4
Hoga1,HOGA1
Rep15,REP15
Ogfr,OGFR
Krt73,KRT73
Olfr478,OR5P2
Cpne2,CPNE2
Cars2,CARS2
Dcdc2a,DCDC2
Prdm10,PRDM10
Diras1,DIRAS1
Il12b,IL12B
Unc5d,UNC5D
Rcn1,RCN1
Htra2,HTRA2
Tm9sf1,TM9SF1
Ctrc,CTRC
Unc50,UNC50
Trim8,TRIM8
Rps12-ps3,RPS12
Gpx1,GPX1
3830417A13Rik,MAGEA1
Elk1,ELK1
Tle1,TLE1
Smim14,SMIM14
Mrpl53,MRPL53
Lonrf1,LONRF1
Gm21969,IFFO2
Htt,HTT
Tubb6,TUBB6
Efhd1,EFHD1
Mbd1,MBD1
Gtf3c4,GTF3C4
Pltp,PLTP
Nmt1,NMT1
Olfr1245,OR4A8
Olfr1245,OR4A5
Ddx1,DDX1
Slc27a2,SLC27A2
Megf11,MEGF11
Ceacam10,CEACAM7
Ceacam10,CEACAM6
Ceacam10,CEACAM5
Ceacam10,CEACAM3
Ceacam10,CEACAM1
Ceacam10,CEACAM8
Fmnl1,FMNL1
Virma,VIRMA
Dok5,DOK5
Abhd5,ABHD5
Fam24a,FAM24B
Fam24a,FAM24A
Pip5k1c,PIP5K1C
Zfp719,ZNF81
Dennd4a,DENND4A
Trib2,TRIB2
Atg16l2,ATG16L2
Magea1,MAGEA1
Mgat4a,MGAT4A
Gpr6,GPR6
Lman2,LMAN2
Ccl24,CCL24
Als2,ALS2
Hspa5,HSPA5
Ch25h,CH25H
Cd300c2,CD300A
Cd300c2,CD300C
Gm20489,IL2RG
Lca5,LCA5
Zbtb32,ZBTB32
Klk1,KLK1
Drd1,DRD1
Abca8b,ABCA8
Ttc21a,TTC21A
Gm20765,ALYREF
Sntb2,SNTB2
Sptan1,SPTAN1
Tmem28,FAM155B
Hdgfl1,HDGFL1
Cul5,CUL5
Aup1,AUP1
Magea5,MAGEA1
Mrpl2,MRPL2
Tnfaip8,TNFAIP8
Smoc1,SMOC1
Ciz1,CIZ1
Ppp1r9a,PPP1R9A
Efhb,EFHB
Coa5,COA5
Acly,ACLY
Sgpp1,SGPP1
Rapgef6,RAPGEF6
Mylk4,MYLK4
Nsg2,NSG2
Cryl1,CRYL1
Inpp5f,INPP5F
Dnajc17,DNAJC17
Paqr5,PAQR5
Tbc1d5,TBC1D5
Foxj1,FOXJ1
Mns1,MNS1
1700021F07Rik,C20orf85
Pnpla1,PNPLA1
Etnk1,ETNK1
Nutf2-ps1,NUTF2
Serpinb1a,SERPINB1
Ptp4a3,PTP4A3
Pinlyp,PINLYP
Nkap,NKAP
Oxr1,OXR1
Fam92a,FAM92A
Pet2,DCAF8L1
Srebf1,SREBF1
Dstn,DSTN
Zdhhc16,ZDHHC16
Rbpj,RBPJ
Cdca2,CDCA2
Mageb2,MAGEB6B
Mageb2,MAGEB6
Myl7,MYL7
Vegfb,VEGFB
C1qtnf3,C1QTNF3
C1qtnf3,C1QTNF3-AMACR
Bcl2,BCL2
Arcn1,ARCN1
Fgf4,FGF4
Vps37c,VPS37C
Dpep2,DPEP2
Dync1i1,DYNC1I1
Tas2r125,TAS2R14
Myo1g,MYO1G
Rab39,RAB39A
Mypn,MYPN
Gm11492,C17orf47
Prdm13,PRDM13
Mlph,MLPH
Zfp334,ZNF334
Pip4k2b,PIP4K2B
Serpinb9d,SERPINB9
Derl1,DERL1
Mettl24,METTL24
Sox17,SOX17
Ankrd44,ANKRD44
Gm4302,ALYREF
Cacna1h,CACNA1H
Pmp22,PMP22
Synrg,SYNRG
Mrs2,MRS2
Cxcl17,CXCL17
Zfp275,ZNF275
Uxt,UXT
Zfp747,ZNF747
Zfp747,ZNF764
Tpo,TPO
Cfap221,CFAP221
Esrra,ESRRA
Drc7,DRC7
Rnf125,RNF125
Lcorl,LCORL
Zfp976,ZNF788P
Vstm5,VSTM5
Pcsk2,PCSK2
Spice1,SPICE1
Zfp950,ZNF788P
Gm14322,ZNF788P
Rpe,RPE
Rpe,RPEL1
Snf8,SNF8
Zeb1,ZEB1
Snx29,SNX29
Lancl1,LANCL1
Ptgds,PTGDS
Gm28635,CTNND1
Trpv1,TRPV1
Bdnf,BDNF
Acin1,ACIN1
Doc2b,DOC2B
Lclat1,LCLAT1
Pnmal2,PNMA8B
Myadm,MYADM
Ctnnb1,CTNNB1
Mrm1,MRM1
Cd300a,CD300A
Cd300a,CD300C
Tmem258,TMEM258
B3gnt8,B3GNT8
Plxnb3,PLXNB3
Capza3,CAPZA3
Gm572,C1orf127
Zcchc2,ZCCHC2
Rbm12,RBM12
Il1f5,IL36RN
Zfp975,ZNF788P
Hoxb7,HOXB7
Olfr1263,OR4C45
Mrps26,MRPS26
Smu1,SMU1
Pak3,PAK3
Olfr161,OR1F1
Defb20,DEFB128
Far1,FAR1
Sfxn1,SFXN1
Pole3,POLE3
Wdr81,WDR81
Kmt2b,KMT2B
Lrrc17,LRRC17
Numb,NUMB
Pcsk7,PCSK7
Kcnj2,KCNJ2
Cd79b,CD79B
Oip5,OIP5
Zfx,ZFX
Pafah1b2,PAFAH1B2
Gm42688,CCDC142
Arhgef6,ARHGEF6
Tmem60,TMEM60
Garem1,GAREM1
Ccdc94,YJU2
Zswim3,ZSWIM3
Ccdc88b,CCDC88B
Boll,BOLL
1110017D15Rik,C9orf24
Alox12,ALOX12
Tmem256,TMEM256-PLSCR3
Tmem256,TMEM256
A530032D15Rik,SP140
Rhoj,RHOJ
Rpa3,RPA3
Adgrb1,ADGRB1
Ano10,ANO10
Slc13a2,SLC13A2
Slc4a11,SLC4A11
Pfdn6,PFDN6
Mettl17,METTL17
Stim2,STIM2
Slit2,SLIT2
Dsel,DSEL
Cdh19,CDH19
Fam168a,FAM168A
Bptf,BPTF
S1pr5,S1PR5
Gphb5,GPHB5
Kbtbd6,KBTBD6
Mrpl34,MRPL34
Esrp2,ESRP2
Mtbp,MTBP
Pkp3,PKP3
Cd3g,CD3G
Brpf1,BRPF1
Zap70,ZAP70
Mrgprg,MRGPRG
Hgfac,HGFAC
Tmem64,TMEM64
Arid4a,ARID4A
Grid1,GRID1
Nfkbie,NFKBIE
